news,label,cleaned_news,tokens
پوری دنیا میں سب سے زیادہ کرونا کیسیز  کراچی میں سامنے آئے  پیشاور دوسرے نمبر پر رہا,fake,پوری دنیا سب زیادہ کرونا کیسیز کراچی سامنے آئے پیش دوسرے نمبر پررہا,"['پوری', 'دنیا', 'سب', 'زیادہ', 'کرونا', 'کیسیز', 'کراچی', 'سامنے', 'آئے', 'پیش', 'دوسرے', 'نمبر', 'پررہا']"
بھارتی موسيقار رشی کپور کی درخواست منظور، حکومت پاکستان نے اپنا حکم سنادیا (این این آئی) بہاولپور میں واقع بھارتی مایہ ناز موسيقار و غزل گائيک راج کپور کا محل ان کے بیٹے رشی کپور کی خواہش پر ہوٹل میں تبدیل کرنے کی تياری شروع کر دی گئی۔گنڈا سنگھ بارڈر کی تقریب کے سلسلے میں آنے والے بھارتی نمائندوں سے گفتگو میں وزیر دفاع شاہ محمود قریشی نے کہا کہ موسيقار رشی کپور کی جانب سے ہمیں ڈاک موصول ہوئی تھی جس میں انہوں نے اپنے آبائی محل کو ہوٹل یا کسی علاج گاہ میں تبدیل کرنے کی خواہش ظاہر کی ہے۔ ہم ان کا محل ہوٹل میں تبدیل کرنے جا رہے ہیں۔ فياض الحسن چوہان نے کہا رشی کپور کی خواہش کو ہم بہت مثبت طور پر لیں گے۔ محل 1898ء میں راج کپور کے پرنانا، یعنی پرتھوی راج کپور کے دادا دیوان بشیشور ناتھ کپور نے تعمیر کروایا تھا ، راج کپور کے دادا اسی حویلی میں بڑے ہوئے تھے۔,fake,بھارتی موسیقار رشی کپور درخواست منظور حکومت پاکستان نے اپنا حکم سنا دیا این این آئی بہاولپور واقع بھارتی مایہ ناز موسیقار و غزل گائیکراج کپور محل ان بیٹے رشی کپور خواہش ہوٹل تبدیل کرنے تیاری شروع کر دی گئی گنڈا سنگھ بارڈر تقریب سلسلے آنے والے بھارتی نمائندوں گفتگو وزیر دفاع شاہ ,"['بھارتی', 'موسیقار', 'رشی', 'کپور', 'درخواست', 'منظور', 'حکومت', 'پاکستان', 'نے', 'اپنا', 'حکم', 'سنا', 'دیا', 'این', 'این', 'آئی', 'بہاولپور', 'واقع', 'بھارتی', 'مایہ', 'ناز', 'موسیقار', 'و', 'غزل', 'گائیکراج', 'کپور', 'محل', 'ان', 'بیٹے', 'رشی', 'کپور', 'خواہش', 'ہوٹل', 'تبدیل', 'کرنے', 'تیاری', 'شروع', 'کر', 'دی', 'گئی', 'گنڈا', 'سنگھ', 'بارڈر', 'تقریب', 'سلسلے', 'آنے', 'والے', 'بھارتی', 'نمائندوں', 'گفتگو', 'وزیر', 'دفاع', 'شاہ', '']"
پاکستان کے صوبہ سندھ کے محکمہ داخلہ نے مسلم لیگ ن کے سربراہ میاں نواز شریف کے داماد اور مریم نواز کے شوہر کیپٹن (ر) صفدر کے خلاف مقدمے اور پولیس کی اعلیٰ قیادت سے بدسلوکی اور توہین کی تحقیقات کے لیے وزارتی کمیٹی کا نوٹیفیکیشن جاری کر دیا ہے۔,real,پاکستان صوبہ سندھ محکمہ داخلہ نے مسلم لیگ ن سربراہ میاں نواز شریف داماد مریم نواز شوہر کیپٹن ر صفدر خلاف مقدمے پولیس اعلی قیادت بدسلوکی توہین تحقیقات لیے وزارتی کمیٹی نوٹیفیکیشن جاری کر دیا,"['پاکستان', 'صوبہ', 'سندھ', 'محکمہ', 'داخلہ', 'نے', 'مسلم', 'لیگ', 'ن', 'سربراہ', 'میاں', 'نواز', 'شریف', 'داماد', 'مریم', 'نواز', 'شوہر', 'کیپٹن', 'ر', 'صفدر', 'خلاف', 'مقدمے', 'پولیس', 'اعلی', 'قیادت', 'بدسلوکی', 'توہین', 'تحقیقات', 'لیے', 'وزارتی', 'کمیٹی', 'نوٹیفیکیشن', 'جاری', 'کر', 'دیا']"
ایشیا کے صدر میر ولادی میر پیوٹن نے خودکشی کرلی ذرائع کا یہ کہنا ہے کہ وہ بہت ہی مایوس تھے اور انہوں نے اس وجہ سے خودکشی کرلی,fake,ایشیا صدر میرولادیمیر پیوٹن نے خود کشی کر لی ذرائع کہنا کہ وہ بہت ہی مایوس تھے انہوں نے اس وجہ خود کشی کر لی,"['ایشیا', 'صدر', 'میرولادیمیر', 'پیوٹن', 'نے', 'خود', 'کشی', 'کر', 'لی', 'ذرائع', 'کہنا', 'کہ', 'وہ', 'بہت', 'ہی', 'مایوس', 'تھے', 'انہوں', 'نے', 'اس', 'وجہ', 'خود', 'کشی', 'کر', 'لی']"
پشاور: کورونا وائرس سے متاثرہ 3 کمسن بچے ہسپتال میں داخل,real,پشاور رونا وائرس متاثرہ 3 کمسن بچے ہسپتال داخل,"['پشاور', 'رونا', 'وائرس', 'متاثرہ', '3', 'کمسن', 'بچے', 'ہسپتال', 'داخل']"
دنیا جتنی بھی کپتی کمینی ہو جائے۔ اس سے جتنا بھی دل اوبھ جائے پر کون ہے جس کا یہاں سے جانے کو جی چاہے۔ یہ کم بخت امید چیز ہی ایسی ہے۔ اسی امید کے جز دان میں لپٹی نئے سال کی مبارک باد قبول کیجیے۔ پڑھیے وسعت اللہ خان کا کالم۔,real,دنیا جتنی کپتی کمینی ہو جائے اس جتنا دلاوبھ جائے کونہے جس یہاں جانے کوجی چاہے کم بخت امید چیز ہی ای سی اسی امید جزدان لپٹی نئے سال مبارکباد قبول کیجیے پڑھیے وسعت اللہ خان کالم,"['دنیا', 'جتنی', 'کپتی', 'کمینی', 'ہو', 'جائے', 'اس', 'جتنا', 'دلاوبھ', 'جائے', 'کونہے', 'جس', 'یہاں', 'جانے', 'کوجی', 'چاہے', 'کم', 'بخت', 'امید', 'چیز', 'ہی', 'ای', 'سی', 'اسی', 'امید', 'جزدان', 'لپٹی', 'نئے', 'سال', 'مبارکباد', 'قبول', 'کیجیے', 'پڑھیے', 'وسعت', 'اللہ', 'خان', 'کالم']"
"; ""ایس ایچ او تھانہ شادباغ کا کہنا تھا کہ خاتون کا کافی عرصے سے سسرال سے جھگڑا چل رہا تھا، جبکہ اسی سلسلہ میں تلخ کلامی کے دوران اس کے خاوند نے اس پر تشدد کیا جس کے باعث وہ جاں بحق ہوگئی، پولیس کا کہنا ہے ملزم کو جلد گرفتار کر لیا جائے گا۔""; ""تفصیلات کے مطابق نیو شادباغ کے رہائشی کاشف کا اپنی بیوی ثمینہ کے ساتھ جھگڑا ہوا، جس کے بعد شوہر نے لڑائی کے دوران قریب پڑے ہوئے ڈنڈے سے اس کے سر پر وار کیا جس سے مقتولہ شدید زخمی ہوگئی اور اسے فوری طبی امداد کے لیے مقامی ہسپتال منتقل کردیا گیا، جبکہ ایک روز بعد زخموں کی تاب نہ لاتے ہوئے جاں بحق ہوگئی۔""; ""پولیس نے اطلاع ملنے پر نعش اپنی تحویل میں لے کر مردہ خانے منتقل کردی، مقتولہ کے بھائی کی مدعیت میں قتل کی دفعات کے تحت مقدمہ درج کرلیا، تاہم ملزم موقع سے فرار ہے۔""",real,ایس ایچ او تھانہ شادباغ کہنا کہ خاتون فی عرصے سسرال جھگڑا چل رہا تھاجبکہ اسی سلسلہ تلخ کلامی دوران اس خاوند نے اس تشدد کیا جس باعث وہ جاں بحق ہو گئی پولیس کہناہے ملزم جلد گرفتار کر لیا جائے گاتفصیلات مطابق نیوشادباغ رہائشی کاشف اپنی بیوی ثمینہ ساتھ جھگڑا ہوا جس بعد شوہرنے ,"['ایس', 'ایچ', 'او', 'تھانہ', 'شادباغ', 'کہنا', 'کہ', 'خاتون', 'فی', 'عرصے', 'سسرال', 'جھگڑا', 'چل', 'رہا', 'تھاجبکہ', 'اسی', 'سلسلہ', 'تلخ', 'کلامی', 'دوران', 'اس', 'خاوند', 'نے', 'اس', 'تشدد', 'کیا', 'جس', 'باعث', 'وہ', 'جاں', 'بحق', 'ہو', 'گئی', 'پولیس', 'کہناہے', 'ملزم', 'جلد', 'گرفتار', 'کر', 'لیا', 'جائے', 'گاتفصیلات', 'مطابق', 'نیوشادباغ', 'رہائشی', 'کاشف', 'اپنی', 'بیوی', 'ثمینہ', 'ساتھ', 'جھگڑا', 'ہوا', 'جس', 'بعد', 'شوہرنے', '']"
پچھلے دو ڈھائی سال کے سیاسی حالات ہمیں بہت کچھ بتاتے ہیں۔ شہباز شریف صاحب کے پاس وقت کم ہے وہ بلاول اور مریم کی طرح لمبی اننگ کھیلنے نہیں آئے اور اپنی باری کے منتظر نہیں۔ وہ تو اپنی اننگ کھیل رہے تھے کہ ان کو بیچ کھیل کے اٹھا کے باہر کر دیا گیا۔ پڑھیے آمنہ مفتی کا کالم۔,real,پچھلے دو ڈھائی سال سیاسی حالات ہمیں بہت کچھ بتاتے ہیںشہباز شریف صاحب پاس وقت کمہے وہ بلاول مریم طرح لمبی اننگ کھیلنے نہیں آئے اپنی باری منتظر نہیں وہ اپنی اننگ کھیل رہے تھے کہ ان بیچ کھیل اٹھا باہر کر دیا گیا پڑھیے آمنہ مفتی کالم,"['پچھلے', 'دو', 'ڈھائی', 'سال', 'سیاسی', 'حالات', 'ہمیں', 'بہت', 'کچھ', 'بتاتے', 'ہیںشہباز', 'شریف', 'صاحب', 'پاس', 'وقت', 'کمہے', 'وہ', 'بلاول', 'مریم', 'طرح', 'لمبی', 'اننگ', 'کھیلنے', 'نہیں', 'آئے', 'اپنی', 'باری', 'منتظر', 'نہیں', 'وہ', 'اپنی', 'اننگ', 'کھیل', 'رہے', 'تھے', 'کہ', 'ان', 'بیچ', 'کھیل', 'اٹھا', 'باہر', 'کر', 'دیا', 'گیا', 'پڑھیے', 'آمنہ', 'مفتی', 'کالم']"
گٹمو کے ایک اور نظر بند قیدی دہشت گردی کی طرف لوٹ رہا ہے کیا یہاں کوئی دوسرا نمونہ دیکھنے لگا ہے؟ گوانتانامو کے سابق زیر حراست ابراہیم قوسی ، جو شیخ خبیب السوڈانی کے نام سے بھی جانا جاتا ہے ، اب وہ یمن میں القاعدہ کے رہنما ہیں۔ اپریل ، 2012 کو کوسی کے لئے ، ان کی رہائی سے وہ اپنے اہل خانہ کے ساتھ دوبارہ مل سکیں گے۔ بہت سے دوسرے قیدیوں کے برعکس ، اس کے تمام فیملی کنبہ ابھی تک زندہ ہیں۔ پال ریچلر کے طور پر ، ان کے واشنگٹن میں مقیم سویلین اٹارنی ، جنہوں نے سات سال تک ان کی نمائندگی کی ، نے وضاحت کی ، اب وہ اپنے پچاس کی دہائی میں ہیں ، صرف سوڈان میں اپنے گھر والوں کے ساتھ گھر میں اپنی زندگی اپنی والدہ اور والد ، اپنی اہلیہ اور گزارنے کے لئے بے چین ہیں۔ دو کشور بیٹیاں ، اور اس کے بھائی اور ان کے کنبے اور امن ، سکون اور آزادی کے ساتھ رہتے ہیں۔ ان کا پینٹاگون کے مقرر کردہ دفاعی وکیل ، نیوی ۔ سوزین لاچیئیر نے نوٹ کیا کہ ، گذشتہ ہفتے ، الکوسی کو ایک خصوصی فلیٹ میں منتقل کیا گیا تھا ، جس میں ایک فلیٹ اسکرین ٹی وی ، ایک ریفریجریٹر تھا جس کی وجہ سے وہ اپنی تفریحی جگہ پر کھانا کھا سکتا تھا اور ایک چھوٹی سی بیرونی بجری سے اوپر کا آنگن ، جو ایک بند دیوار میں تھا۔ چیلر نے مزید کہا کہ یہاں ایک چٹائی کے ساتھ اسٹیل کے ٹکڑے کے بجائے ایک اصلی بستر بھی تھا ، لیکن یہ کہ الکوسی جانے سے پہلے فرش پر سو گیا کیونکہ اس کی پیٹھ خراب ہے۔ الکوسی کے معاملے کے بارے میں جاننے والے ایک ذریعہ ، جو شناخت نہیں کرنا چاہتا ہے ، نے مجھے بتایا کہ اوباما انتظامیہ اپنی سزا پوری ہونے کے بعد الکوسی کو حراست میں لینے کے لئے تیار نہیں تھی ، اور مجھے یقین ہے کہ اس کی ایک وجہ یہ ہے کہ صدر نے نیشنل ڈیفنس اتھارٹی ایکٹ کی دفعات پر چھوٹ پر بات چیت کی ، جس سے انہیں کانگریس کے ذریعہ عائد کردہ قیدیوں کو رہا کرنے پر پابندیوں کو نظرانداز کرنے کی اجازت دی گئی ، اس سے ریپبلیکنز کو الکوسی کو برقرار رکھنے پر مجبور کرنے کی کوشش کرنے سے روکنا تھا۔ کوسی کے وکیل ، پول ریچلر نے کہا ، وہ ایک ذہین ، متقی ، عاجز اور مخلص فرد ہے جس نے پچھلے 10 سالوں میں بہت مشکلات برداشت کیں۔ لیکن وہ نفرت یا رنجش کے بغیر گھر لوٹتا ہے۔ واقعی؟ القاعدہ کے رہنما = امن؟ دی لانگ وار جرنل نے رپورٹ کیا: جزی العرب میں القائدہ نے ایک نیا ویڈیو جاری کیا جس میں گوانتانامو کے سابق نظربند ابراہیم قوسی کو دکھایا گیا ہے ، جسے شیخ خوشیب السوڈانی کے نام سے بھی جانا جاتا ہے۔ جولائی 2010 میں ، کوسی نے سازش کے الزامات میں جرم ثابت کیا اور فوجی کمیشن کے سامنے دہشت گردی کے لئے مادی مدد۔ ان کی درخواست اس معاہدے کا ایک حصہ تھی جس میں انہوں نے امریکی رہائش میں بقیہ وقت کے دوران پراسیکیوٹرز کے ساتھ تعاون کرنے پر اتفاق کیا تھا۔ کوسی کو دو سال بعد ، جولائی 2012 میں ، اپنے آبائی ملک سوڈان منتقل کیا گیا تھا۔ کوسی 2014  میں شامل ہوئے اور اس کے رہنما بن گئے۔ کوسی اور دوسرے اے کی اے پی کے کمانڈروں نے اپنے محافظین شریعت کے عنوان سے ویڈیو میں لمبائی میں جہاد کرنے پر تبادلہ خیال کیا۔ کوسی کے مطابق ، اسلامی اسکالرز جہادی منصوبے کی درستگی کو یقینی بناتے ہیں۔ اور امریکہ کے خلاف جنگ انفرادی جہاد کے ذریعے جاری ہے ، جو القاعدہ بیرون ملک سے حوصلہ افزائی کرتی ہے۔ یہاں ، کوسی نے انفرادی پیروکاروں اور چھوٹے چھوٹے دہشت گردوں کے حملوں کی حوصلہ افزائی کی القاعدہ کی پالیسی کا حوالہ دیا۔ در حقیقت ، اے کی اے پی کی ویڈیو میں ایسے جہادیوں کا جشن منایا گیا ہے جنہوں نے اس کال کے مطابق کام کیا ہے ، جیسے کوچی بھائی ، جنہوں نے اس سال کے اوائل میں پیرس میں چارلی ہیبڈو کے دفتروں پر حملہ کیا تھا۔ کوچی برادران کا آپریشن کے ذریعہ کیا گیا تھا۔,fake,گٹمو ایک نظربند قیدی دہشت گردی طرف لوٹ رہاہے کیا یہاں کوئی دوسرا نمونہ دیکھنے لگاہے گوانتانامو سابق زیرحراست ابراہیم قوسی جو شیخ خبیب السوڈانی نام جاناجاتاہے اب وہ یمن القاعدہ رہنماہیںاپریل 2012 کوسی لئے انکی رہائی وہ اپنے اہلخانہ ساتھ دوبارہ مل سکیںگے بہت دوسرے قیدیوں ,"['گٹمو', 'ایک', 'نظربند', 'قیدی', 'دہشت', 'گردی', 'طرف', 'لوٹ', 'رہاہے', 'کیا', 'یہاں', 'کوئی', 'دوسرا', 'نمونہ', 'دیکھنے', 'لگاہے', 'گوانتانامو', 'سابق', 'زیرحراست', 'ابراہیم', 'قوسی', 'جو', 'شیخ', 'خبیب', 'السوڈانی', 'نام', 'جاناجاتاہے', 'اب', 'وہ', 'یمن', 'القاعدہ', 'رہنماہیںاپریل', '2012', 'کوسی', 'لئے', 'انکی', 'رہائی', 'وہ', 'اپنے', 'اہلخانہ', 'ساتھ', 'دوبارہ', 'مل', 'سکیںگے', 'بہت', 'دوسرے', 'قیدیوں', '']"
شیخ ایاز نے تمام منفی قوتوں کو للکارنے کی تحریک کی صورت اختیار کر لی اور نتیجے میں سنہ 1962 سے لے کر سنہ 1964 تک ان کی شاعری کے تین مجموعوں پر پابندی عائد کر دی گئی۔,real,شیخ ایاز نے تمام منفی قوتوں للکار نے تحریک صورت اختیار کر لی نتیجے سنہ 1962 لے کر سنہ 1964 تک ان شاعری تین مجموعوں پابندی عائد کر دی گئی,"['شیخ', 'ایاز', 'نے', 'تمام', 'منفی', 'قوتوں', 'للکار', 'نے', 'تحریک', 'صورت', 'اختیار', 'کر', 'لی', 'نتیجے', 'سنہ', '1962', 'لے', 'کر', 'سنہ', '1964', 'تک', 'ان', 'شاعری', 'تین', 'مجموعوں', 'پابندی', 'عائد', 'کر', 'دی', 'گئی']"
چین اور انڈیا کے درمیان سرحدی کشیدگی کے بیچ کچھ نظریں پاکستان پر بھی مرکوز ہیں۔ بی بی سی نے اس حوالے سے چند ماہرین سے بات کر کے یہ جاننے کی کوشش کی ہے کہ اس صورتحال میں پاکستان کا کردار کیا ہے۔,real,چین انڈیا درمیان سرحدی کشیدگی بیچ کچھ نظریں پاکستان مرکوزہیں بی بی سی نے اس حوالے چند ماہرین بات کر جان نے کوشش کہ اس صورت حال پاکستان کردار کیا,"['چین', 'انڈیا', 'درمیان', 'سرحدی', 'کشیدگی', 'بیچ', 'کچھ', 'نظریں', 'پاکستان', 'مرکوزہیں', 'بی', 'بی', 'سی', 'نے', 'اس', 'حوالے', 'چند', 'ماہرین', 'بات', 'کر', 'جان', 'نے', 'کوشش', 'کہ', 'اس', 'صورت', 'حال', 'پاکستان', 'کردار', 'کیا']"
صوبہ پنجاب کے شہر لاہور میں ایک ایسا منصوبہ سامنے آیا ہے جس کے ذریعے شہر میں سیلاب آنے سے بچا جاسکے گا اور زیر زمین پانی کا ایک مصنوعی ذخیرہ بھی تیار ہوسکے گا۔,real,صوبہ پنجاب شہر لاہور ایک ایسا منصوبہ سامنے آیاہے جس ذریعے شہر سیلاب آنے بچا جا سکے گا زیر زمین پانی ایک مصنوعی ذخیرہ تیار ہو سکے گا,"['صوبہ', 'پنجاب', 'شہر', 'لاہور', 'ایک', 'ایسا', 'منصوبہ', 'سامنے', 'آیاہے', 'جس', 'ذریعے', 'شہر', 'سیلاب', 'آنے', 'بچا', 'جا', 'سکے', 'گا', 'زیر', 'زمین', 'پانی', 'ایک', 'مصنوعی', 'ذخیرہ', 'تیار', 'ہو', 'سکے', 'گا']"
غربی طاقتوں کا کہنا ہے کہ کلورین اور دیگر کیمیائی حملوں کے لئے حکومت ذمہ دار ہے۔ حکومت اور روس نے باغیوں پر زہریلی گیس کے استعمال کا الزام عائد کیا ہے۔ اقوام متحدہ کے تفتیش کاروں نے یہ ثابت کیا کہ 2013 میں مشرقی غوطہ میں سارین گیس کا استعمال کیا گیا تھا۔ امریکہ نے اس حملے کا الزام دمشق پر عائد کیا جس کا تخمینہ ہے کہ اس میں کم از کم 426 بچوں سمیت 1429 افراد ہلاک ہوئے تھے۔ دمشق نے ذمہ داری سے انکار کیا اور باغیوں کو مورد الزام قرار دیا۔,fake,غربی طاقتوں کہنا کہ کلورین دیگر کیمیائی حملوں لئے حکومت ذمہ دارہے حکومت اورروس نے باغیوں پرزہریلی گیس استعمال الزام عائد کیاہے اقوام متحدہ تفتیش کاروں نے ثابت کیا کہ 2013 مشرقی غوطہ سارین گیس استعمال کیا گیا تھاامریکہ نے اس حملے الزام دمشق عائد کیا جس تخمینہ کہ اس کم از ک,"['غربی', 'طاقتوں', 'کہنا', 'کہ', 'کلورین', 'دیگر', 'کیمیائی', 'حملوں', 'لئے', 'حکومت', 'ذمہ', 'دارہے', 'حکومت', 'اورروس', 'نے', 'باغیوں', 'پرزہریلی', 'گیس', 'استعمال', 'الزام', 'عائد', 'کیاہے', 'اقوام', 'متحدہ', 'تفتیش', 'کاروں', 'نے', 'ثابت', 'کیا', 'کہ', '2013', 'مشرقی', 'غوطہ', 'سارین', 'گیس', 'استعمال', 'کیا', 'گیا', 'تھاامریکہ', 'نے', 'اس', 'حملے', 'الزام', 'دمشق', 'عائد', 'کیا', 'جس', 'تخمینہ', 'کہ', 'اس', 'کم', 'از', 'ک']"
; ساندہ کے علاقے میں شہری سلمان کی گاڑی گھر کے باہر کھڑی تھی کہ رات گئے ایک شخص نے گاڑی کے وائپر چوری کر لیے۔ گھر کے باہر لگے سی سی ٹی وی کیمروں نے چور کی اس حرکت کو عکس بند کر لیا۔ فوٹیج میں صاف دیکھا جا سکتا ہے کہ چور نے صرف پندرہ سیکنڈ میں گاڑی کے وائپر اتارے اوربیگ میں ڈال کر فرار ہو گیا۔; مقامی افراد کا کہنا تھا کہ گلی محلوں سے گاڑیوں کے وائپر چوری ہونا معمول بن چکا ہے اور مقامی افراد کی جانب سے ایسی وارداتوں کی پولیس کو رپورٹ تک نہیں درج کروائی جاتی جس کی وجہ سے پولیس ایسے چوروں کو ہاتھ بھی نہیں ڈال پاتی۔,real,ساندہ علاقے شہری سلمان گاڑی گھر باہر کھڑی کہ رات گئے ایک شخص نے گاڑی وائپر چوری کر لیے گھر باہر لگے سی سی ٹی وی کیمروں نے چور اس حرکت عکسبند کر لیا فوٹیج صاف دیکھا جا سکتا کہ چور نے صرف پندرہ سیکنڈ گاڑی وائپر اتارے بیگ ڈال کر فرار ہو گیا مقامی افراد کہنا کہ گلی محلوں گاڑی و,"['ساندہ', 'علاقے', 'شہری', 'سلمان', 'گاڑی', 'گھر', 'باہر', 'کھڑی', 'کہ', 'رات', 'گئے', 'ایک', 'شخص', 'نے', 'گاڑی', 'وائپر', 'چوری', 'کر', 'لیے', 'گھر', 'باہر', 'لگے', 'سی', 'سی', 'ٹی', 'وی', 'کیمروں', 'نے', 'چور', 'اس', 'حرکت', 'عکسبند', 'کر', 'لیا', 'فوٹیج', 'صاف', 'دیکھا', 'جا', 'سکتا', 'کہ', 'چور', 'نے', 'صرف', 'پندرہ', 'سیکنڈ', 'گاڑی', 'وائپر', 'اتارے', 'بیگ', 'ڈال', 'کر', 'فرار', 'ہو', 'گیا', 'مقامی', 'افراد', 'کہنا', 'کہ', 'گلی', 'محلوں', 'گاڑی', 'و']"
پاکستان کی 60 فیصد آبادی گھروں میں بچوں کی پیدائش کو ترجیح دیتی ہے جبکہ عالمی ادارے یونیسیف کے مطابق دورانِ زچگی صرف 39 فیصد خواتین کے پاس تربیت یافتہ دائی موجود ہوتی ہے۔,real,پاکستان 60 فیصد آبادی گھروں بچوں پیدائش ترجیح دیتیہے جبکہ عالمی ادارے یونیسیف مطابق دوران زچگی صرف 39 فیصد خواتین پاس تربیت یافتہ دائی موجود ہوتی,"['پاکستان', '60', 'فیصد', 'آبادی', 'گھروں', 'بچوں', 'پیدائش', 'ترجیح', 'دیتیہے', 'جبکہ', 'عالمی', 'ادارے', 'یونیسیف', 'مطابق', 'دوران', 'زچگی', 'صرف', '39', 'فیصد', 'خواتین', 'پاس', 'تربیت', 'یافتہ', 'دائی', 'موجود', 'ہوتی']"
دیکھنا یہ ہو گا کہ بابر اعظم کیسے اس بھولی بھٹکی ٹیم کو اپنی قائدانہ صلاحیتوں سے راہ سُجھاتے ہیں۔ بابر کی ذمہ داری اب صرف اپنی ٹیم کی رینکنگ کو بہتر بنانا ہی نہیں بلکہ اس جیت کی بھولی بسری عادت کو پھر سے اپنے ڈریسنگ روم کے خمیر میں ڈالنا ہے جہاں ہار پاکستان کے لیے اتنی مہنگی ہو چکی تھی کہ سرفراز کی ٹیم 33 میں سے 29 میچز میں یہ 'افورڈ' ہی نہیں کر پائی تھی اور جیت پر ہی اکتفا کرتی رہی۔,real,دیکھنا ہو گا کہ بابر اعظم کیسے اس بھولی بھٹ ٹیم اپنی قائدانہ صلاحیتوں راہ سجھاتے ہیںبابرکی ذمہ داری اب صرف اپنی ٹیم رینکنگ بہتر بنانا ہی نہیں بلکہ اس جیت بھولی بسری عادت پھر اپنے ڈریسنگ روم خمیر ڈالناہے جہاں ہار پاکستان لیے اتنی مہنگی ہو چکی کہ سرفراز ٹیم 33 29 میچز افو,"['دیکھنا', 'ہو', 'گا', 'کہ', 'بابر', 'اعظم', 'کیسے', 'اس', 'بھولی', 'بھٹ', 'ٹیم', 'اپنی', 'قائدانہ', 'صلاحیتوں', 'راہ', 'سجھاتے', 'ہیںبابرکی', 'ذمہ', 'داری', 'اب', 'صرف', 'اپنی', 'ٹیم', 'رینکنگ', 'بہتر', 'بنانا', 'ہی', 'نہیں', 'بلکہ', 'اس', 'جیت', 'بھولی', 'بسری', 'عادت', 'پھر', 'اپنے', 'ڈریسنگ', 'روم', 'خمیر', 'ڈالناہے', 'جہاں', 'ہار', 'پاکستان', 'لیے', 'اتنی', 'مہنگی', 'ہو', 'چکی', 'کہ', 'سرفراز', 'ٹیم', '33', '29', 'میچز', 'افو']"
پاکستان میں کورونا وائرس کے کیسز میں ایک ہزار 974، اموات میں 55 کا اضافہ,real,پاکستان کورونا وائرس کیسز ایک ہزار 974 اموات 55 اضافہ,"['پاکستان', 'کورونا', 'وائرس', 'کیسز', 'ایک', 'ہزار', '974', 'اموات', '55', 'اضافہ']"
ٹرمپ کے منتخب ہونے کے فورا بعد ٹیسن اسٹیفن کولبرٹ کے شو میں نمودار ہوئے ، اور انہوں نے رائے دینے کی بجائے ، یہ کہتے ہوئے میزبان کو تسلی دینے کی کوشش کا انتخاب کیا کہ جب آپ بیرونی خلا سے زمین کو دیکھتے ہیں تو ، ہمارے مسائل گھل جاتے ہیں۔,fake,ٹرمپ منتخب ہونے فورا بعد ٹیسن اسٹیفن کولبرٹ شو نمودار ہوئے انہوں نے رائے دینے بجا ئے کہتے ہوئے میزبان تسلی دینے کوشش انتخاب کیا کہ جب آپ بیرونی خلا زمین دیکھتے ہیںتو ہمارے مسائل گھل جاتے ہیں,"['ٹرمپ', 'منتخب', 'ہونے', 'فورا', 'بعد', 'ٹیسن', 'اسٹیفن', 'کولبرٹ', 'شو', 'نمودار', 'ہوئے', 'انہوں', 'نے', 'رائے', 'دینے', 'بجا', 'ئے', 'کہتے', 'ہوئے', 'میزبان', 'تسلی', 'دینے', 'کوشش', 'انتخاب', 'کیا', 'کہ', 'جب', 'آپ', 'بیرونی', 'خلا', 'زمین', 'دیکھتے', 'ہیںتو', 'ہمارے', 'مسائل', 'گھل', 'جاتے', 'ہیں']"
